band1,band2,sid,edf,spearman_corr,spearman_corr_p,plv,plv_p,plv_z,granger_f,granger_f_null
gamma,sigma,sub-064,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-064/eeg/sub-064_task-sleep_run-1_eeg.edf,0.028788815597120414,0.008154699342372613,0.042977744808054545,0.02948525737131434,2.2046362061877622,1.3421285396797327,1.0574796393464967
gamma,sigma,sub-065,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-065/eeg/sub-065_task-sleep_run-1_eeg.edf,0.13301109809860395,2.0694338672995938e-34,0.09379234995807353,0.0004997501249375312,8.042580475072976,1.4468121526159792,1.058646347320801
gamma,sigma,sub-066,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-066/eeg/sub-066_task-sleep_run-1_eeg.edf,0.11334963455693088,5.593525647852571e-22,0.12640057729325044,0.0004997501249375312,8.120654697185111,1.4799317397099256,1.058643669039477
gamma,sigma,sub-067,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-067/eeg/sub-067_task-sleep_run-1_eeg.edf,0.1381282106235392,4.2466993261285555e-38,0.10458195364344554,0.0004997501249375312,9.479080706718465,1.5007434403430397,1.0471452341594436
gamma,sigma,sub-068,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-068/eeg/sub-068_task-sleep_run-1_eeg.edf,0.21671682923794888,9.188107489669086e-84,0.2189602000319045,0.0004997501249375312,17.071408365024467,1.3055276676743477,1.0587531893794997
gamma,sigma,sub-069,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-069/eeg/sub-069_task-sleep_run-1_eeg.edf,0.031729808554815914,0.0047634044972630595,0.030431487451802547,0.11444277861069466,1.2977982143816162,1.2324634743462537,1.0653564994019264
gamma,sigma,sub-070,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-070/eeg/sub-070_task-sleep_run-1_eeg.edf,0.5566407503595082,1.0586580120544463e-266,0.4790810751851276,0.0004997501249375312,24.855132488839715,1.5018633845547422,1.0707041535351447
gamma,sigma,sub-070,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-070/eeg/sub-070_task-sleep_run-2_eeg.edf,0.5369557517033764,1.3047882441789532e-95,0.4635559246732936,0.0004997501249375312,16.390191582247812,1.5238916187007012,1.075527767269453
gamma,sigma,sub-071,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-071/eeg/sub-071_task-sleep_run-1_eeg.edf,0.41052691008709646,6.78917691538491e-124,0.3973043220888175,0.0004997501249375312,21.240251430545328,2.2746456021268187,1.0548189765244904
gamma,sigma,sub-071,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-071/eeg/sub-071_task-sleep_run-2_eeg.edf,0.49542393307596383,9.563483425491352e-63,0.4152937466073211,0.0004997501249375312,13.017563261918676,1.459214074245079,1.0619389390154068
gamma,sigma,sub-072,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-072/eeg/sub-072_task-sleep_run-1_eeg.edf,0.5721658921644793,5.3342386427623745e-281,0.5348988831018158,0.0004997501249375312,26.042074764065994,1.997453720728489,1.0552732176047506
gamma,sigma,sub-072,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-072/eeg/sub-072_task-sleep_run-2_eeg.edf,0.35337155001242504,6.28442780698481e-22,0.29229861419717346,0.0004997501249375312,7.038379931846948,0.9515219660808936,1.0921906476185017
gamma,sigma,sub-073,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-073/eeg/sub-073_task-sleep_run-1_eeg.edf,0.3515585766057873,1.0074813773349222e-33,0.2748645126781469,0.0004997501249375312,9.124555877861102,0.9408118381613993,1.1077543396681497
gamma,sigma,sub-073,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-073/eeg/sub-073_task-sleep_run-2_eeg.edf,0.5666332408383651,5.0648639372461876e-291,0.5426061270560998,0.0004997501249375312,26.79194322038316,1.655853888262425,1.0674482721826195
gamma,sigma,sub-074,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-074/eeg/sub-074_task-sleep_run-1_eeg.edf,0.4691863967068011,2.2772496669809895e-166,0.506844399294123,0.0004997501249375312,25.776347264632317,2.5635058477426247,1.0644473292519554
gamma,sigma,sub-074,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-074/eeg/sub-074_task-sleep_run-2_eeg.edf,0.4392291478893477,9.16420507995989e-75,0.41808434480857476,0.0004997501249375312,15.158986687796299,1.448816964475107,1.0523337963652495
gamma,sigma,sub-075,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-075/eeg/sub-075_task-sleep_run-1_eeg.edf,0.5381753145710644,5.713556244294357e-112,0.46735692339705137,0.0004997501249375312,16.83792867602775,1.4714863746444355,1.062956493767105
gamma,sigma,sub-075,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-075/eeg/sub-075_task-sleep_run-2_eeg.edf,0.5089091841647974,6.841170436766257e-185,0.48966376176924215,0.0004997501249375312,21.31852507208849,3.946409504270182,1.0405624459857117
gamma,sigma,sub-076,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-076/eeg/sub-076_task-sleep_run-1_eeg.edf,0.5175535325515812,2.2018584848428144e-217,0.5017931021777287,0.0004997501249375312,23.93002549634672,1.588545287696645,1.059178530075698
gamma,sigma,sub-076,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-076/eeg/sub-076_task-sleep_run-2_eeg.edf,0.5048874713106738,3.890573438611098e-87,0.47150074104540385,0.0004997501249375312,15.342201843914031,1.0786285877899717,1.053886059141189
gamma,sigma,sub-077,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-077/eeg/sub-077_task-sleep_run-1_eeg.edf,0.3662680148658667,4.677102864160277e-105,0.40083341179355647,0.0004997501249375312,21.1191550808941,1.7333081566692672,1.0552779914467199
gamma,sigma,sub-077,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-077/eeg/sub-077_task-sleep_run-2_eeg.edf,0.3493526932976858,5.177828678534117e-49,0.33901551566681076,0.0004997501249375312,13.103921365770097,1.220341442338243,1.070214904959911
gamma,sigma,sub-078,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-078/eeg/sub-078_task-sleep_run-1_eeg.edf,0.5888515252877703,2.7915558746929707e-99,0.5185750570525811,0.0004997501249375312,16.515440952334735,1.5624318819526435,1.07299132146493
gamma,sigma,sub-078,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-078/eeg/sub-078_task-sleep_run-2_eeg.edf,0.5945061223136555,0.0,0.5924297288338465,0.0004997501249375312,28.977799660386932,2.7756149159876213,1.0482213275331262
gamma,sigma,sub-079,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-079/eeg/sub-079_task-sleep_run-1_eeg.edf,0.572741775183157,6.035797041165791e-242,0.5756059256480527,0.0004997501249375312,26.620634797529103,2.4001395237567222,1.0776487185648185
gamma,sigma,sub-079,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-079/eeg/sub-079_task-sleep_run-2_eeg.edf,0.40681607815293797,1.3770619925288003e-30,0.36091724684193505,0.0004997501249375312,9.19725374896661,1.6860665790720057,1.1124062359470894
gamma,sigma,sub-080,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-080/eeg/sub-080_task-sleep_run-1_eeg.edf,0.6387849186236931,1.0642604214042522e-156,0.5921125496602382,0.0004997501249375312,18.640911603857006,2.2157923604727845,1.0485813059609053
gamma,sigma,sub-080,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-080/eeg/sub-080_task-sleep_run-2_eeg.edf,0.6751138812736142,0.0,0.6600139952984151,0.0004997501249375312,31.40505016723313,4.272600728435095,1.0356860372727918
gamma,sigma,sub-081,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-081/eeg/sub-081_task-sleep_run-1_eeg.edf,0.5621151493673338,8.047811146634741e-44,0.5020117655508807,0.0004997501249375312,9.41023990680629,2.7303871486616393,1.062208021416545
gamma,sigma,sub-081,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-081/eeg/sub-081_task-sleep_run-2_eeg.edf,0.4626500872146358,5.8642803305356746e-173,0.44893187288691766,0.0004997501249375312,23.8941026291213,2.198050667217301,1.0464292013129954
gamma,sigma,sub-082,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-082/eeg/sub-082_task-sleep_run-1_eeg.edf,0.5231501312062564,4.384812964163854e-53,0.46871111646674873,0.0004997501249375312,12.198652324716953,1.7800209256586914,1.0703560711079507
gamma,sigma,sub-082,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-082/eeg/sub-082_task-sleep_run-2_eeg.edf,0.4342339486418354,8.167852207306977e-145,0.4515908584826127,0.0004997501249375312,23.99135491851347,2.8608476256870854,1.0431671193514005
gamma,sigma,sub-083,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-083/eeg/sub-083_task-sleep_run-1_eeg.edf,0.7322609003088153,0.0,0.6672761049670057,0.0004997501249375312,28.501303139866646,1.988535832205965,1.0669737411396059
gamma,sigma,sub-083,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-083/eeg/sub-083_task-sleep_run-2_eeg.edf,0.7353901118176013,1.1017494735500886e-283,0.6523815349950784,0.0004997501249375312,21.913661129800005,2.3292399656753346,1.048657414823142
gamma,sigma,sub-084,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-084/eeg/sub-084_task-sleep_run-1_eeg.edf,0.26907341445808514,7.998748942068746e-28,0.0914649130473136,0.0384807596201899,1.912291506312129,2.123104721289577,1.0668616557602322
gamma,sigma,sub-084,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-084/eeg/sub-084_task-sleep_run-2_eeg.edf,0.5223152908950899,3.912657572255937e-204,0.47754221291472454,0.0004997501249375312,21.854638239969518,1.6727668336074077,1.0500124408304337
gamma,sigma,sub-085,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-085/eeg/sub-085_task-sleep_run-1_eeg.edf,0.673167237596368,4.502594726003118e-201,0.662634778696498,0.0004997501249375312,14.611081301535437,3.8836260993811202,1.0527115948206056
gamma,sigma,sub-085,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-085/eeg/sub-085_task-sleep_run-2_eeg.edf,0.6517768278370623,0.0,0.612104839276534,0.0004997501249375312,28.30860781487239,2.2582555116547236,1.0569569973155086
gamma,sigma,sub-086,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-086/eeg/sub-086_task-sleep_run-1_eeg.edf,0.6666151864216704,3.8353390061045854e-275,0.6375388880829272,0.0004997501249375312,13.464442610860484,7.069514028896369,1.0717151647649523
gamma,sigma,sub-086,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-086/eeg/sub-086_task-sleep_run-2_eeg.edf,0.44087846315180074,1.0295645977577304e-66,0.37838687297549445,0.0004997501249375312,8.773524105832076,4.9406620411169895,1.06607778914412
gamma,sigma,sub-087,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-087/eeg/sub-087_task-sleep_run-1_eeg.edf,0.5169320356589938,8.259785538899783e-274,0.46757225115234713,0.0004997501249375312,27.120670544175688,1.5770935607243552,1.0651003790393618
gamma,sigma,sub-087,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-087/eeg/sub-087_task-sleep_run-2_eeg.edf,0.6643337805050342,0.0,0.570027109680305,0.0004997501249375312,29.033539291115243,1.635353854716212,1.0724836322844893
gamma,sigma,sub-087,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-087/eeg/sub-087_task-sleep_run-3_eeg.edf,0.45212339193347356,0.0,0.460954474905641,0.0004997501249375312,35.26703281589356,2.8688400144171236,1.061493998126963
gamma,sigma,sub-087,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-087/eeg/sub-087_task-sleep_run-4_eeg.edf,0.6137523924509293,0.0,0.5331443950442599,0.0004997501249375312,34.21995096656398,2.248828676316232,1.0624878456493299
gamma,sigma,sub-087,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-087/eeg/sub-087_task-sleep_run-5_eeg.edf,0.6381422669894166,0.0,0.5735831931888825,0.0004997501249375312,36.560577030636445,2.1945844227172664,1.0624565207774472
gamma,sigma,sub-087,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-087/eeg/sub-087_task-sleep_run-6_eeg.edf,0.6037266979715362,0.0,0.5148809392595984,0.0004997501249375312,34.57241944235334,1.6441531917998604,1.0678197313853817
gamma,sigma,sub-088,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-088/eeg/sub-088_task-sleep_run-1_eeg.edf,0.5906231235898949,1.396637641794008e-171,0.5107369640420141,0.0004997501249375312,20.27431908509666,1.9776243724089404,1.0871726597931577
gamma,sigma,sub-088,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-088/eeg/sub-088_task-sleep_run-2_eeg.edf,0.6436348269518217,0.0,0.5649490405724136,0.0004997501249375312,36.27629506309661,2.275129435114257,1.0715639488987039
gamma,sigma,sub-089,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-089/eeg/sub-089_task-sleep_run-1_eeg.edf,0.6959413930000681,0.0,0.6332876352050348,0.0004997501249375312,35.23257833602331,1.686780792828047,1.093378708245504
gamma,sigma,sub-089,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-089/eeg/sub-089_task-sleep_run-2_eeg.edf,0.7041934581649067,0.0,0.6321480006304667,0.0004997501249375312,33.16331659939811,1.5471710866416113,1.0882977904892148
gamma,sigma,sub-090,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-090/eeg/sub-090_task-sleep_run-1_eeg.edf,0.6067550164596619,0.0,0.5168509936031417,0.0004997501249375312,29.05959522446556,1.676287432614153,1.062590471699842
gamma,sigma,sub-090,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-090/eeg/sub-090_task-sleep_run-2_eeg.edf,0.6201511951865668,0.0,0.5298596465307841,0.0004997501249375312,31.827445504498062,1.869137648109458,1.0695331812725144
gamma,sigma,sub-091,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-091/eeg/sub-091_task-sleep_run-1_eeg.edf,0.7335899524140403,1.8637335600430488e-150,0.6599534761425451,0.0004997501249375312,16.234128422816347,2.0865504567851865,1.1163531581680404
gamma,sigma,sub-091,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-091/eeg/sub-091_task-sleep_run-2_eeg.edf,0.7161263232523657,0.0,0.6298481844488355,0.0004997501249375312,26.43918585266058,1.617475411868813,1.0904434992882452
gamma,sigma,sub-091,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-091/eeg/sub-091_task-sleep_run-3_eeg.edf,0.6440810143313405,0.0,0.6062400329358946,0.0004997501249375312,32.178217104355745,1.8327024741940927,1.0835900813531258
gamma,sigma,sub-091,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-091/eeg/sub-091_task-sleep_run-4_eeg.edf,0.6482119586117369,0.0,0.6103231355295952,0.0004997501249375312,32.06424068244334,1.5085083813900109,1.0930013447538331
gamma,sigma,sub-092,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-092/eeg/sub-092_task-sleep_run-1_eeg.edf,0.7185842629410562,0.0,0.6858480472957397,0.0004997501249375312,32.987441646580756,2.0004712946835608,1.0801945714270231
gamma,sigma,sub-092,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-092/eeg/sub-092_task-sleep_run-2_eeg.edf,0.6936992528910576,0.0,0.6578388759241266,0.0004997501249375312,40.30676510554824,2.299820389870508,1.086058668880615
gamma,alpha,sub-001,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-001/eeg/sub-001_task-sleep_run-1_eeg.edf,0.6959081392771064,0.0,0.5658194947369914,0.0004997501249375312,40.75488652692832,2.5082273192784355,1.083677959681394
gamma,alpha,sub-002,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-002/eeg/sub-002_task-sleep_run-1_eeg.edf,0.5028609297150625,0.0,0.44895451569507056,0.0004997501249375312,56.82707281651101,1.7960793976562326,1.0776174654310533
gamma,alpha,sub-003,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-003/eeg/sub-003_task-sleep_run-1_eeg.edf,0.5244053196378735,0.0,0.44979605655605187,0.0004997501249375312,57.63108793650152,1.596908309068002,1.0616090254131054
gamma,alpha,sub-004,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-004/eeg/sub-004_task-sleep_run-1_eeg.edf,0.40054460885639925,0.0,0.3393728802084572,0.0004997501249375312,36.39242932711009,1.635289061427901,1.0888274182229958
gamma,alpha,sub-005,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-005/eeg/sub-005_task-sleep_run-1_eeg.edf,0.5912891843957591,0.0,0.5053863557003895,0.0004997501249375312,73.3821169972961,1.634526867436071,1.0623239208155124
gamma,alpha,sub-006,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-006/eeg/sub-006_task-sleep_run-1_eeg.edf,0.44115131111439154,0.0,0.40616847849461984,0.0004997501249375312,51.0017483086325,1.9678389418893996,1.0806737031545433
gamma,alpha,sub-007,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-007/eeg/sub-007_task-sleep_run-1_eeg.edf,0.460220853657789,0.0,0.39262123446978275,0.0004997501249375312,38.78841493863027,1.441690719129823,1.097818863284721
gamma,alpha,sub-008,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-008/eeg/sub-008_task-sleep_run-1_eeg.edf,0.5760396132927388,0.0,0.4988471927546981,0.0004997501249375312,64.56289805859497,1.6735182551213434,1.0796973174108773
gamma,alpha,sub-009,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-009/eeg/sub-009_task-sleep_run-1_eeg.edf,0.45531424020525285,0.0,0.40006241569065265,0.0004997501249375312,56.23670428865314,1.9054506267641305,1.067094938126643
gamma,alpha,sub-010,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-010/eeg/sub-010_task-sleep_run-1_eeg.edf,0.5700871786827729,0.0,0.5103997558673121,0.0004997501249375312,54.93091761783484,1.5475883880754102,1.1003419698355197
gamma,alpha,sub-012,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-012/eeg/sub-012_task-sleep_run-1_eeg.edf,0.5939359361082956,2.557812152967946e-136,0.556932698534872,0.0004997501249375312,20.93582432988651,1.8819467541608368,1.0808974095084634
gamma,alpha,sub-013,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-013/eeg/sub-013_task-sleep_run-1_eeg.edf,0.587015875751353,2.5040112229309922e-113,0.47896009066370004,0.0004997501249375312,16.76335921795651,2.1628373331277215,1.0629578072819048
gamma,alpha,sub-018,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-018/eeg/sub-018_task-sleep_run-1_eeg.edf,0.47857617310741307,7.164743534237058e-81,0.39870983030982166,0.0004997501249375312,12.979389663794011,2.705412141124758,1.0473870416187883
gamma,alpha,sub-019,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-019/eeg/sub-019_task-sleep_run-1_eeg.edf,0.550007403048025,2.7200417445664095e-133,0.5059201762970005,0.0004997501249375312,20.101348571663316,2.711164253737763,1.0614761544463591
gamma,alpha,sub-020,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-020/eeg/sub-020_task-sleep_run-1_eeg.edf,0.3407293039527207,2.4477787438888443e-48,0.28308984380219165,0.0004997501249375312,11.389689357427764,1.7893664338258135,1.0452808577349741
gamma,alpha,sub-028,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-028/eeg/sub-028_task-sleep_run-1_eeg.edf,0.3476138855518884,1.1188308682513564e-34,0.35664587677312326,0.0004997501249375312,11.63641500853019,2.671524405499235,1.0370619347401666
gamma,alpha,sub-034,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-034/eeg/sub-034_task-sleep_run-1_eeg.edf,0.5979919792243341,2.2938190196741877e-163,0.532261674518562,0.0004997501249375312,20.243356029378145,1.9209495058826689,1.056904255087914
gamma,alpha,sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-1_eeg.edf,0.12970985323970208,5.793742162170242e-28,0.10279755617319046,0.0004997501249375312,5.974558360259612,1.3954964163803076,1.0552062079676319
gamma,alpha,sub-038,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-038/eeg/sub-038_task-sleep_run-2_eeg.edf,0.12339314164534851,2.0828620725579962e-26,0.1008886271130496,0.0004997501249375312,5.9752765749480945,1.3617565922264971,1.0604560881969431
gamma,alpha,sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-1_eeg.edf,0.14913085976269255,8.513420847223771e-10,0.12346724197556164,0.0004997501249375312,3.6430848783807424,1.2442445621328273,1.0651492533588698
gamma,alpha,sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-2_eeg.edf,0.12639057693837133,3.677923056677213e-06,0.10578271018963908,0.025487256371814093,2.225542285577386,1.678604528873144,1.0556211469065473
gamma,alpha,sub-039,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-039/eeg/sub-039_task-sleep_run-3_eeg.edf,0.1168662466356897,1.842704789885254e-06,0.0914373496573529,0.017991004497751123,2.418871042406191,1.0256083878636588,1.0467226794336266
gamma,alpha,sub-040,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-040/eeg/sub-040_task-sleep_run-1_eeg.edf,0.16555405896086675,2.0853538928905797e-48,0.13537211627932,0.0004997501249375312,10.669114866590645,1.3972177355198137,1.0535846614812
gamma,alpha,sub-040,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-040/eeg/sub-040_task-sleep_run-2_eeg.edf,0.31762742815984535,4.432882626119082e-181,0.2808984092927988,0.0004997501249375312,22.30099796544152,1.6660276160424787,1.079625452058482
gamma,alpha,sub-041,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-041/eeg/sub-041_task-sleep_run-1_eeg.edf,0.12074970906155313,6.030305488782225e-08,0.09022221444837845,0.018490754622688656,2.333403828399295,1.6041364418280801,1.053646962533723
gamma,alpha,sub-041,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-041/eeg/sub-041_task-sleep_run-2_eeg.edf,0.3461882894321681,1.240941790916479e-62,0.33617476554723513,0.0004997501249375312,12.776192543558235,2.0383730522291064,1.0358227798437611
gamma,alpha,sub-041,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-041/eeg/sub-041_task-sleep_run-3_eeg.edf,0.18205306336102797,1.4884464956174448e-13,0.164470349472909,0.0004997501249375312,5.425041893797331,1.2250039626505294,1.0540129044650313
gamma,alpha,sub-042,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-042/eeg/sub-042_task-sleep_run-1_eeg.edf,0.35008550213825756,4.095020025358138e-60,0.32790683604944215,0.0004997501249375312,12.062726125407488,1.602997716627398,1.0492363492235461
gamma,alpha,sub-042,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-042/eeg/sub-042_task-sleep_run-2_eeg.edf,0.15441240684523672,4.549588406244182e-14,0.09859583100292112,0.0024987506246876563,3.314485427912758,1.461347943823918,1.0337207785822669
gamma,alpha,sub-042,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-042/eeg/sub-042_task-sleep_run-3_eeg.edf,0.3773908746037839,9.834103084122301e-74,0.3873862013660343,0.0004997501249375312,14.989707219405737,2.501597568522265,1.0563998070115563
gamma,alpha,sub-043,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-043/eeg/sub-043_task-sleep_run-1_eeg.edf,0.08453688403478372,1.1242853753542765e-11,0.07929282362862139,0.0009995002498750624,4.478701428057151,1.1960685952545553,1.0486956057146017
gamma,alpha,sub-044,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-044/eeg/sub-044_task-sleep_run-1_eeg.edf,0.14907043352378446,7.366342802107419e-42,0.1306060688409987,0.0004997501249375312,8.860773100759404,1.39190482807723,1.0542441126669904
gamma,alpha,sub-044,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-044/eeg/sub-044_task-sleep_run-2_eeg.edf,0.147392400202089,1.859892744414224e-38,0.11306335906286862,0.0004997501249375312,7.485505953288555,1.2058825977076688,1.059052745434863
gamma,alpha,sub-045,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-045/eeg/sub-045_task-sleep_run-1_eeg.edf,0.04616826113564211,4.5129759865989996e-05,0.039534908530649004,0.02048975512243878,2.4085805466076495,1.3584530304940714,1.0622537316132439
gamma,alpha,sub-045,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-045/eeg/sub-045_task-sleep_run-2_eeg.edf,0.07890027146949671,7.700114235027196e-14,0.06375197307751071,0.0009995002498750624,5.17910724190738,1.3151426235163264,1.0557582430721326
gamma,alpha,sub-046,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-046/eeg/sub-046_task-sleep_run-1_eeg.edf,0.11907853198670869,3.6446334513120166e-06,0.11821240108295306,0.0014992503748125937,3.3371077643667353,1.421041834730582,1.0373824543196457
gamma,alpha,sub-046,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-046/eeg/sub-046_task-sleep_run-2_eeg.edf,0.21038734850138055,1.6842686206260295e-20,0.1937465385272222,0.0004997501249375312,7.601844385651452,1.6072889331045164,1.0575572116493746
gamma,alpha,sub-046,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-046/eeg/sub-046_task-sleep_run-3_eeg.edf,0.5031735274572308,8.117853978346335e-89,0.5419931589317708,0.0004997501249375312,15.958115826310195,1.4786828995801138,1.0510724757272167
gamma,alpha,sub-047,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-047/eeg/sub-047_task-sleep_run-1_eeg.edf,0.08069830755932368,1.2859560984917004e-12,0.06545998131506951,0.0004997501249375312,4.104008250686262,1.3148746290456637,1.0638774818413375
gamma,alpha,sub-048,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-048/eeg/sub-048_task-sleep_run-1_eeg.edf,0.12398764570636293,1.4220991533293806e-07,0.11818626565063903,0.0009995002498750624,3.669988599592713,1.5080633288755223,1.0528005176549737
gamma,alpha,sub-048,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-048/eeg/sub-048_task-sleep_run-2_eeg.edf,0.2069921498494941,3.092267939349045e-19,0.1561852842019629,0.0004997501249375312,5.8025910504055265,1.9544395353439719,1.0752896497845101
gamma,alpha,sub-048,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-048/eeg/sub-048_task-sleep_run-3_eeg.edf,0.45021512931969876,1.3296173435363421e-100,0.4622002361988939,0.0004997501249375312,14.875162850432892,1.2973057018774412,1.0312936164225712
gamma,alpha,sub-049,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-049/eeg/sub-049_task-sleep_run-1_eeg.edf,0.0797859475073102,2.7261591467364507e-12,0.06718093685797501,0.0004997501249375312,5.235175808123121,1.3387307970756324,1.0484092013501187
gamma,alpha,sub-049,../MSSV_mice_sleep_staging_dataset_openneuro_ds006366/sub-049/eeg/sub-049_task-sleep_run-2_eeg.edf,0.06186863679894828,7.685098636009488e-08,0.04841474351726469,0.004997501249375313,3.12057143593904,1.2865559285948456,1.0600084671206018
